lemma;sentiment
вызов;-1
камера;0
камеры;0
хамелеон;0
шампанское;0
чемпион;1
шанс;0
канцлер;0
люстра;0
лавочник;0
изменение;0
Сменный;0
изменено;0
переключатель;0
изменения;0
канал;0
песнопение;1
хаос;-1
хаотичный;-1
глава;0
часовня;0
капеллан;0
коробейник;0
братва;0
глава;0
голец;0
персонаж;0
характеристика;0
охарактеризовать;0
шарада;-1
древесный уголь;0
заряд;0
оплата;-1
зарядное устройство;1
колесница;0
благотворительный;1
благотворительная деятельность;1
очарование;1
Зачарованные;0
чародейка;0
обаятельный;1
диаграмма;0
чартер;0
зафрахтованный;0
гнаться;-1
бездна;0
наказание;-1
целомудрие;1
чат;0
замок;0
болтовня;0
болтовня;1
болтливый;-1
шофер;0
дешево;-1
мошенничать;-1
проверить;0
шашка;0
клетчатый;0
шашки;0
контрольный список;1
щека;0
щеки;0
NO TRANSLATION;0
ура;1
веселая;1
бодрость;1
ободряющий;1
NO TRANSLATION;1
чизкейк;-1
гепард;0
NO TRANSLATION;0
химик;1
химия;0
проверить;0
лелеять;1
вишня;1
шахматы;0
грудь;0
каштан;0
шеврон;0
жевать;0
шик;0
придираться;-1
курица;0
главный;0
главным образом;0
атаман;1
ребенок;1
роды;0
детство;1
детский;-1
простуда;0
зябко;-1
перезвон;0
химера;0
колокольчики;0
дымовая труба;0
Китай;0
NO TRANSLATION;0
чавыча;0
чип;0
скалывание;0
чириканье;1
долото;1
крошка;0
рыцарство;1
хлороформ;-1
шоколад;1
выбор;1
хор;1
удушение;-1
холера;-1
выберите;0
выбор;0
нарубить;-1
рубящий;0
челюсти;0
хоровой;1
аккорды;0
случайная работа;-1
хор;1
выбранный;1
густая похлебка;1
крещение;0
хроматический;0
хроматография;0
хромосома;0
хронический;-1
хроника;1
хронограф;0
хронологический;0
зажимной патрон;0
посмеиваться;1
ломоть;0
коренастый;0
церковь;1
погост;0
маслобойка;0
скат;0
чатни;0
Чао;0
сидр;1
сигара;0
сигарета;-1
подпруга;0
окалина;0
кино;0
кинематографист;0
кинематография;0
корица;0
шифровать;0
круг;0
кружить;0
схема;0
круговой;0
циркулировать;0
циркуляция;0
обрезание;1
длина окружности;0
периферический;0
ограниченный;0
обстоятельство;0
обстоятельный;0
обход;0
цирк;0
усик;0
сливной бачок;0
цитадель;0
цитата;0
гражданин;1
цитрин;0
город;0
гражданский;0
гражданского;1
гражданский;0
любезность;1
цивилизация;1
цивилизованный;1
плакированный;0
Запрос;0
истец;0
ясновидящий;1
моллюск;0
ропот;-1
зажим;0
клан;0
нелегальный;0
хлопать в ладоши;1
прояснить;1
кларнет;0
горн;0
ясность;0
столкновение;-1
сталкивающихся;-1
застежка;0
класс;0
классический;1
классический;1
классика;1
классификация;0
классифицировать;1
одноклассник;0
трескотня;0
пункт;0
статьи;0
коготь;-1
когти;0
глина;0
чистый;1
уборка;1
чистота;1
чисто;1
чистить;1
очищающий;1
зазор;1
клиринг;0
ясность;1
расщепление;0
раскалывать;0
ключ;0
расщелина;0
помилование;0
духовенство;0
